Cre,Layer,image_series_id,specimen,target,hemisphere,flat_x,flat_y,injection_x,injection_y,injection_z,top_x,top_y
Vip,pan,972754514,Vip-IRES-Cre-467605,VISli,left,455,994,2152.744393,8654.678077,2026.992556,154,880
Ctgf,L6,1165599829,Ctgf-T2A-dgCre-611316,VISli,right,393,1037,2475.655321,9143.198388,9524.152358,142,937
Cux,L2,967401372,Cux2-IRES-Cre-466034,VISli,right,460,1004,1884.6005,8797.531401,9564.400849,159,887
Rbp,L5,775971187,Rbp4-Cre_KL100-405701,VISli,right,429,1047,2180.076913,9166.950805,9412.590402,162,934
Rbp,L5,778982027,Rbp4-Cre_KL100-409320,VISli,right,420,1044,2278.71292,9144.742159,9431.914275,157,934
A93,L5,1159824157,A930038C07Rik-Tg1-Cre-609762,VISpor,left,388,1054,2478.44533,9308.11481,1877.551007,147,953
Ctgf,L6,1163590112,Ctgf-T2A-dgCre-611320,VISpor,left,344,1040,2876.34514,9197.254217,1858.221421,124,955
Cux,L2,1136482035,Cux2-IRES-Cre-592107,VISpor,left,359,1085,2656.775662,9512.03114,1904.665972,148,988
Cux,L2,1158999274,Cux2-IRES-Cre-609635,VISpor,left,354,1066,2652.421322,9478.058307,1761.632578,138,973
Nr5a,L4,1159000039,Nr5a1-Cre-610902,VISpor,left,365,1082,2526.554205,9625.51262,1774.455546,149,984
Ntsr,L6,1144635400,Ntsr1-Cre_GN220-595817,VISpor,left,386,1048,2613.827394,9168.316019,1993.511059,144,948
Ntsr,L6,1158794495,Ntsr1-Cre_GN220-608109,VISpor,left,336,1115,2842.073229,9479.901348,2036.781117,157,1015
Rbp,L5,1144635698,Rbp4-Cre_KL100-596096,VISpor,left,392,1052,2483.489505,9255.184541,1922.894198,148,950
Rbp,L5,1160657976,Rbp4-Cre_KL100-612269,VISpor,left,372,1054,2603.418777,9302.186387,1865.161572,140,958
Tlx,L5,1144635997,Tlx3-Cre_PL56-596240,VISpor,left,394,1081,2412.850413,9486.311601,1976.421929,161,974
Tlx,L5,1161254563,Tlx3-Cre_PL56-611420,VISpor,left,402,1036,2354.747476,9154.590355,1826.050445,146,933
Ctgf,L6,1143801763,Ctgf-T2A-dgCre-592483,VISpor,right,378,1011,2534.521732,9028.631076,9719.718176,126,920
Ntsr,L6,1155764437,Ntsr1-Cre_GN220-605762,VISpor,right,322,1042,2967.04673,9309.754916,9650.911947,118,964
SepW,L2,1140081992,Sepw1-Cre_NP39-592052,VISpor,right,354,1022,2766.618861,9100.809311,9643.194103,121,936
SepW,L2,1162856655,Sepw1-Cre_NP39-610180,VISpor,right,384,1063,2417.361385,9445.926218,9606.096733,149,962
Tlx,L5,1170504119,Tlx3-Cre_PL56-616338,VISpor,right,346,1097,2678.163056,9661.229839,9578.72078,150,1001
A93,L5,709755962,A930038C07Rik-Tg1-Cre-388125,VISrl,left,618,914,1483.553597,7604.390482,2731.66881,237,752
A93,L5,714527344,A930038C07Rik-Tg1-Cre-390991,VISrl,left,579,908,1628.695233,7668.722956,2465.815584,208,759
A93,L5,823803552,A930038C07Rik-Tg1-Cre-422338,VISrl,left,641,950,1286.65793,7829.23085,2900.668228,262,779
Ctgf,L6,713923483,Ctgf-T2A-dgCre-389331,VISrl,left,624,888,1753.567671,7471.961693,2907.360587,237,726
Ctgf,L6,767962841,Ctgf-T2A-dgCre-413088,VISrl,left,648,960,1533.193617,7898.047024,3110.507356,270,787
Cux,L2,711358511,Cux2-IRES-Cre-390078,VISrl,left,589,983,1216.49291,8241.217478,2498.452042,232,826
Cux,L2,848461111,Cux2-IRES-Cre-427266,VISrl,left,574,935,1337.97102,7870.405754,2279.382019,209,786
Cux,L2,899584589,Cux2-IRES-Cre-464943,VISrl,left,633,903,1120.435087,7406.385137,2602.27023,246,737
Nr5a,L4,617244640,Nr5a1-Cre-334518,VISrl,left,723,950,907.7549895,7620.921718,3455.445253,331,759
Nr5a,L4,686095581,Nr5a1-Cre-377600,VISrl,left,595,938,1398.720563,7845.977984,2531.595591,225,781
Nr5a,L4,686111987,Nr5a1-Cre-377603,VISrl,left,639,926,1271.25985,7629.922818,2829.992992,256,757
Ntsr,L6,705172575,Ntsr1-Cre_GN220-386974,VISrl,left,591,907,1757.454879,7667.048438,2662.140438,216,754
Ntsr,L6,711974650,Ntsr1-Cre_GN220;Ai148-389898,VISrl,left,632,930,1550.192803,7728.39219,2934.63101,251,763
Pvalb,pan,717056869,Pvalb-IRES-Cre-391892,VISrl,left,644,940,1231.286365,7734.569314,2873.619188,262,769
Pvalb,pan,718152397,Pvalb-IRES-Cre-391896,VISrl,left,620,894,1465.677308,7429.60247,2684.156241,235,732
Pvalb,pan,808328413,Pvalb-IRES-Cre-417832,VISrl,left,566,934,1606.376923,7901.941531,2396.112338,204,787
Rbp,L5,710806546,Rbp4-Cre_KL100-388973,VISrl,left,661,916,1332.499226,7511.059452,3037.702341,272,741
SepW,L2,709229229,Sepw1-Cre_NP39-389045,VISrl,left,635,961,1041.036787,7924.828966,2741.764976,260,792
SepW,L2,710205260,Sepw1-Cre_NP39-389046,VISrl,left,587,974,1288.08461,8162.4843,2494.864129,228,818
SepW,L2,750302389,Sepw1-Cre_NP39-406094,VISrl,left,639,921,1159.814718,7561.10167,2734.92923,254,752
SepW,L2,750303154,Sepw1-Cre_NP39-406333,VISrl,left,626,941,1284.409942,7786.335202,2754.355168,248,775
Sst,pan,705171103,Sst-IRES-Cre;Ai183-386386,VISrl,left,628,929,1429.770887,7701.52403,2815.145562,248,763
Sst,pan,714528815,Sst-IRES-Cre;Ai183-391410,VISrl,left,624,954,1330.842239,7909.8977,2798.095113,250,788
Rbp,L5,698535589,Rbp4-Cre_KL100;APP_PS1-382683,VISrl,left,625,905,1554.472913,7536.605245,2814.734072,241,741
Sst,pan,706395894,Sst-IRES-Cre;Ai162-387433,VISrl,left,642,926,1371.566969,7646.793446,2912.804836,259,757
Vip,pan,698992527,Vip-IRES-Cre-383312,VISrl,left,652,938,1206.10819,7699.28973,2939.425319,269,765
A93,L5,718836248,A930038C07Rik-Tg1-Cre-394668,VISa,left,683,936,1196.191359,7616.836601,3191.676781,294,755
A93,L5,816248463,A930038C07Rik-Tg1-Cre-422337,VISa,left,786,919,1030.677727,7261.953627,3966.009841,380,715
Cux,L2,710811148,Cux2-IRES-Cre-390077,VISa,left,700,937,935.9340373,7569.246687,3221.690647,308,752
Cux,L2,847794588,Cux2-IRES-Cre-428492,VISa,left,800,908,720.9422644,7065.270271,3996.25533,391,701
Gad2,pan,805563835,Gad2-IRES-Cre-417239,VISa,left,799,880,1003.948338,6887.371411,3996.38418,385,675
Ndnf,L2,817835321,Ndnf-IRES2-dgCre-418406,VISa,left,792,930,687.6626383,7282.024919,3951.390934,388,724
Nr5a,L4,707726716,Nr5a1-Cre-385124,VISa,left,725,924,927.0478053,7381.518922,3412.597525,328,733
Nr5a,L4,707727433,Nr5a1-Cre-385127,VISa,left,709,934,1015.247631,7527.883722,3326.644774,315,746
Ntsr,L6,712536970,Ntsr1-Cre_GN220-389923,VISa,left,674,930,1415.388882,7622.123027,3207.357583,285,752
Ntsr,L6,707728147,Ntsr1-Cre_GN220;Ai167-385455,VISa,left,698,895,1456.744071,7324.030489,3359.623339,298,713
SepW,L2,690766044,Sepw1-Cre_NP39-368437,VISa,left,706,947,805.0849013,7626.782141,3251.945096,316,760
SepW,L2,711949881,Sepw1-Cre_NP39-389052,VISa,left,690,914,930.2316363,7365.78359,3089.078192,295,732
SepW,L2,837654572,Sepw1-Cre_NP39-423686,VISa,left,799,909,523.3320818,7049.41716,3947.105874,391,702
Sst,pan,796784959,Sst-IRES-Cre-414617,VISa,left,790,921,1011.311337,7279.743181,4002.346673,385,716
Vip,pan,1002472665,Vip-IRES-Cre-475901,VISa,left,808,902,780.2289572,7011.544437,4067.54439,398,694
A93,L5,640282893,A930038C07Rik-Tg1-Cre-340730,VISam,left,753,1000,1049.637211,7994.550982,3867.163199,368,800
Ctgf,L6,644551763,Ctgf-T2A-dgCre-342058,VISam,left,762,982,1273.248772,7747.741002,3989.086365,373,780
Ctgf,L6,724127071,Ctgf-T2A-dgCre-394282,VISam,left,869,1071,1283.696676,7674.694282,4276.851093,416,805
Cux,L2,603566496,Cux2-IRES-Cre-324471,VISam,left,764,959,799.6454289,7610.023054,3801.108318,369,758
Emx,pan,603354152,Emx1-IRES-Cre-323878,VISam,left,778,958,880.3436748,7599.641229,3944.648979,381,754
Emx,pan,676354512,Emx1-IRES-Cre-372133,VISam,left,790,979,953.6686616,7750.105441,4104.158052,397,771
Gad2,pan,656537787,Gad2-IRES-Cre-359030,VISam,left,778,975,877.6608956,7734.713266,3978.928249,385,770
Ndnf,L2,606784126,Ndnf-IRES2-dgCre-329024,VISam,left,755,958,878.9401379,7638.46447,3746.096866,361,759
Nr5a,L4,670657026,Nr5a1-Cre-370848,VISam,left,800,940,695.369413,7366.294284,4057.101265,398,732
Ntsr,L6,623432427,Ntsr1-Cre_GN220-336180,VISam,left,796,939,1113.39502,7423.743638,4108.185771,394,732
Ntsr,L6,672055883,Ntsr1-Cre_GN220-371155,VISam,left,797,941,1104.995959,7446.857573,4108.702585,395,733
Pvalb,pan,623839600,Pvalb-IRES-Cre-335612,VISam,left,771,948,835.6971944,7513.040725,3855.33841,373,746
Pvalb,pan,642178652,Pvalb-IRES-Cre-340604,VISam,left,780,976,1104.203747,7755.019728,4042.087037,388,771
Pvalb,pan,642177943,Pvalb-IRES-Cre-340606,VISam,left,777,959,1077.944733,7617.940062,3978.058257,380,754
Pvalb,pan,642462713,Pvalb-IRES-Cre-343067,VISam,left,749,968,956.9874218,7733.537294,3732.524146,358,770
Rbp,L5,642461751,Rbp4-Cre_KL100-341239,VISam,left,787,965,972.4253035,7645.155752,4041.337137,390,758
Rbp,L5,656960426,Rbp4-Cre_KL100-359553,VISam,left,787,959,973.5769926,7591.051533,4031.31852,390,753
Sst,pan,642969270,Sst-IRES-Cre-342658,VISam,left,775,969,883.4422134,7697.564712,3944.866264,381,765
Sst,pan,643166158,Sst-IRES-Cre-342659,VISam,left,771,973,827.2462822,7738.972331,3906.60855,378,770
Tlx,L5,609886315,Tlx3-Cre_PL56-330019,VISam,left,773,967,863.4042628,7677.6142,3918.468037,379,763
Tlx,L5,818634905,Tlx3-Cre_PL56-421695,VISam,left,790,957,944.2763671,7567.293133,4043.798538,392,750
Vip,pan,601358888,Vip-IRES-Cre-320969,VISam,left,773,933,811.2268908,7376.436649,3835.169689,372,731
Vip,pan,681882975,Vip-IRES-Cre-376687,VISam,left,759,934,1187.444711,7467.044181,3811.293722,360,735
Vip,pan,681576461,Vip-IRES-Cre-376694,VISam,left,779,961,1141.858599,7637.503128,4012.306515,383,756
Sst,pan,883799448,Sst-IRES-Cre;Ai167-450230,VISam,right,812,1007,970.2676514,7964.88538,7046.321918,423,793
Syt6,L6,882398558,Syt6-Cre_KI148-442025,VISam,right,806,963,1034.187481,7603.893012,7172.275213,408,752
Sst,pan,644963630,Sst-IRES-Cre-347113,VISam,left,800,969,844.5794505,7645.630333,4157.26977,404,759
A93,L5,764857194,A930038C07Rik-Tg1-Cre-412185,VISpm,left,760,1039,983.0778126,8312.557492,4016.445126,385,835
Ctgf,L6,697633775,Ctgf-T2A-dgCre-378889,VISpm,left,783,1009,1235.399646,8021.677947,4230.377875,397,801
Ctgf,L6,835922052,Ctgf-T2A-dgCre-423065,VISpm,left,765,1046,1231.193522,8408.432064,4202.465996,391,841
Cux,L2,720254278,Cux2-IRES-Cre-394953,VISpm,left,749,1092,848.2683783,8774.093153,3981.412437,391,889
Nr5a,L4,1001394762,Nr5a1-Cre-481437,VISpm,left,766,1045,756.8187791,8367.730282,4016.277064,391,840
Ntsr,L6,806146595,Ntsr1-Cre_GN220-418307,VISpm,left,755,1048,1122.480385,8396.003459,4045.420773,382,845
Ntsr,L6,806145376,Ntsr1-Cre_GN220-418309,VISpm,left,770,1018,1168.409156,8123.227384,4094.568677,388,813
Pvalb,pan,651043623,Pvalb-IRES-Cre-352790,VISpm,left,769,1075,892.4335976,8578.124617,4125.057254,402,868
Pvalb,pan,805570875,Pvalb-IRES-Cre-415533,VISpm,left,773,1027,701.8651024,8202.299747,4028.828751,393,822
Pvalb,pan,807411619,Pvalb-IRES-Cre-417830,VISpm,left,775,1023,1005.076407,8158.868019,4105.556795,394,816
Pvalb,pan,693141939,Pvalb-IRES-Cre;Ai162-381806,VISpm,left,778,1083,1117.474978,8564.974946,4302.772856,413,874
Rbp,L5,826768975,Rbp4-Cre_KL100-422276,VISpm,left,761,1039,1024.818328,8316.616438,4031.864167,385,836
Rbp,L5,827562120,Rbp4-Cre_KL100-422280,VISpm,left,775,1044,915.9125982,8325.63291,4135.822645,399,836
SepW,L2,711950897,Sepw1-Cre_NP39-389819,VISpm,left,755,1039,820.8826969,8334.408265,3921.901691,380,836
SepW,L2,842292310,Sepw1-Cre_NP39-424770,VISpm,left,772,1022,644.8582996,8151.786997,3991.724984,391,816
Sst,pan,697633017,Sst-IRES-Cre-382579,VISpm,left,788,1024,880.3244238,8134.899695,4181.373034,406,814
Sst,pan,704142549,Sst-IRES-Cre-386009,VISpm,left,775,1049,991.1502074,8364.766147,4168.638427,400,842
Sst,pan,797723672,Sst-IRES-Cre-413338,VISpm,left,761,1042,929.6201178,8332.898078,4011.496597,386,837
Tlx,L5,804876777,Tlx3-Cre_PL56-417253,VISpm,left,780,1020,684.4336653,8129.514021,4062.537573,398,813
Tlx,L5,717557798,Tlx3-Cre_PL56;Ai75-394044,VISpm,left,764,1060,944.5786219,8478.082501,4085.4182,394,854
Vip,pan,683619439,Vip-IRES-Cre-376828,VISpm,left,762,1138,919.1154525,8982.797163,4124.76264,417,927
Vip,pan,815447030,Vip-IRES-Cre-421156,VISpm,left,778,1029,664.925467,8208.364238,4063.677417,398,822
Ctgf,L6,900247011,Ctgf-T2A-dgCre-446802,VISpm,right,799,1008,1173.447038,8028.309732,7056.891349,412,798
A93,L5,700702491,A930038C07Rik-Tg1-Cre-384381,VISpm,left,821,1040,756.5823296,8191.602384,4420.592537,438,822
Cux,L2,720256343,Cux2-IRES-Cre-394954,VISpm,left,781,1045,829.852411,8326.591872,4165.453962,405,836
Sst,pan,803465299,Sst-IRES-Cre-413334,VISpm,left,780,1052,778.1055023,8386.198233,4155.629184,405,843
A93,L5,875264795,A930038C07Rik-Tg1-Cre-440683,RSPagl,left,837,1025,729.0538309,8044.020046,4512.043891,449,805
Rbp,L5,711388388,Rbp4-Cre_KL100-388974,RSPagl,left,986,1237,1220.364766,8567.263833,4411.09998,422,865
A93,L5,877471117,A930038C07Rik-Tg1-Cre-440684,RSPagl,right,827,996,814.6701123,7822.117173,6986.25191,434,779
Cux,L2,762459066,Cux2-IRES-Cre-410373,RSPagl,right,861,962,837.7776531,7481.130802,6789.594332,458,740
Cux,L2,782069109,Cux2-IRES-Cre-410377,RSPagl,right,826,998,679.7834296,7830.747923,7002.646822,434,781
Cux,L2,1006981586,Cux2-IRES-Cre-486111,RSPagl,right,847,1008,564.0893337,7883.073089,6825.652511,456,788
Rbp,L5,762458339,Rbp4-Cre_KL100-405702,RSPagl,right,846,967,892.4059192,7562.691414,6872.512084,445,748
Rbp,L5,778986054,Rbp4-Cre_KL100-409323,RSPagl,right,833,1007,907.7676703,7900.757553,6917.204421,442,788
SepW,L2,1090757485,Sepw1-Cre_NP39-563506,RSPagl,right,822,1022,505.9515821,8057.146949,7000.85101,436,805
SepW,L2,1090757783,Sepw1-Cre_NP39-563508,RSPagl,right,835,1015,617.347277,7961.359178,6905.151472,445,796
Syt6,L6,881297027,Syt6-Cre_KI148-442026,RSPagl,right,834,969,969.8078525,7607.928165,6953.646835,434,752
Vip,pan,882734223,Vip-IRES-Cre-440985,RSPagl,right,838,982,815.3621062,7686.282774,6929.705131,441,764
Pvalb,pan,963098215,Pvalb-IRES-Cre-463110,RSPagl,right,845,1004,789.4232894,7856.766732,6844.253845,453,784
A93,L5,1240937601,A930038C07Rik-Tg1-Cre-637975,RSPd,right,978,1061,816.1815457,8128.931946,6189.870709,558,822
Ctgf,L6,744300042,Ctgf-T2A-dgCre-401163,RSPv,left,972,1255,1259.309036,8567.040355,4247.425778,392,860
Sst,pan,705737349,Sst-IRES-Cre;Ai162-387429,RSPv,left,952,1245,1071.114699,8878.247551,4713.505425,441,879
A93,L5,754812529,A930038C07Rik-Tg1-Cre-397219,RSPv,right,1090,953,1162.10597,7311.002847,6079.859182,569,725
A93,L5,750763323,A930038C07Rik-Tg1-Cre-397220,RSPv,right,1091,934,1163.042259,7152.662865,6059.368019,569,701
A93,L5,1012299945,A930038C07Rik-Tg1-Cre-488430,RSPv,right,1049,989,989.5725079,7598.210182,6082.505584,569,761
A93,L5,1036096498,A930038C07Rik-Tg1-Cre-497027,RSPv,right,1026,1181,1257.994923,8510.995697,6510.392309,387,869
A93,L5,1036220838,A930038C07Rik-Tg1-Cre-497028,RSPv,right,1075,1156,1529.520944,8274.816572,6540.537499,387,852
Cart,pan,992402819,Cart-Tg1-Cre-480468,RSPv,right,1164,1074,2022.042508,7956.902078,6297.988146,397,825
Ctgf,L6,933988007,Ctgf-T2A-dgCre-456894,RSPv,right,1153,911,1582.816671,7006.188798,6096.232947,426,740
Ctgf,L6,1041969387,Ctgf-T2A-dgCre-505824,RSPv,right,1013,1190,1223.106288,8631.641724,6477.872622,389,877
Ctgf,L6,1041969775,Ctgf-T2A-dgCre-505825,RSPv,right,1026,1203,1381.651969,8475.244083,6767.167766,371,867
Ctgf,L6,1041544707,Ctgf-T2A-dgCre-505826,RSPv,right,1098,968,1254.928721,7436.17311,6141.737825,569,736
Cux,L2,713265523,Cux2-IRES-Cre-381327,RSPv,right,1050,982,969.0490124,7534.884114,6072.298174,569,755
Cux,L2,791807756,Cux2-IRES-Cre-415339,RSPv,right,1079,977,1086.693346,7513.662575,6000.532897,569,744
Cux,L2,869456337,Cux2-IRES-Cre-438676,RSPv,right,1089,1125,1494.896708,8293.919352,6282.289651,404,852
Cux,L2,880713294,Cux2-IRES-Cre-441848,RSPv,right,1111,1124,1786.019988,8161.808551,6456.760819,393,844
Cux,L2,1165823837,Cux2-IRES-Cre-612135,RSPv,right,985,1065,861.4104927,8131.416738,6195.35306,562,825
Pvalb,pan,765333018,Pvalb-IRES-Cre-401200,RSPv,right,1059,978,939.7284971,7515.661133,5949.277206,569,746
Pvalb,pan,1038768470,Pvalb-IRES-Cre-504838,RSPv,right,996,1207,1267.935612,8804.621945,6475.657571,387,888
Pvalb,pan,1038768167,Pvalb-IRES-Cre-504841,RSPv,right,1095,1135,1582.387835,8220.571584,6439.229242,394,848
Pvalb,pan,1047502022,Pvalb-IRES-Cre-521338,RSPv,right,1053,953,934.229074,7295.017104,6039.249885,569,728
Rbp,L5,761809832,Rbp4-Cre_KL100-398595,RSPv,right,1114,951,1280.720211,7313.539726,6056.04724,424,774
Rbp,L5,770228969,Rbp4-Cre_KL100-401256,RSPv,right,1073,976,1091.687479,7497.122426,6097.254636,569,746
Rbp,L5,857440349,Rbp4-Cre_KL100-433047,RSPv,right,1041,1191,1329.847598,8205.557279,6851.937404,367,848
Rbp,L5,878195687,Rbp4-Cre_KL100-441001,RSPv,right,1025,1204,1514.680429,8441.919481,6813.511553,368,865
Scnn1a-Tg3,L4,1041062920,Scnn1a-Tg3-Cre-505352,RSPv,right,1004,1208,1284.85742,8691.693841,6587.391289,381,881
SepW,L2,794193863,Sepw1-Cre_NP39-416329,RSPv,right,1076,934,988.374983,7137.80941,5842.812525,569,706
SepW,L2,1122764024,Sepw1-Cre_NP39-584450,RSPv,right,1019,1209,1571.221621,8549.624256,6781.61866,370,872
Sst,pan,1033758371,Sst-IRES-Cre-495022,RSPv,right,1052,1170,1426.356481,8410.425638,6530.123376,386,862
Sst,pan,1033757928,Sst-IRES-Cre-495023,RSPv,right,1091,1133,1564.760286,8355.206651,6335.822373,400,856
Sst,pan,1049141067,Sst-IRES-Cre-522356,RSPv,right,1103,919,1264.940295,7044.509605,6053.831063,428,745
Sst,pan,726084284,Sst-IRES-Cre;Ai32-386132,RSPv,right,1074,919,1045.473056,7003.285052,5962.710345,569,698
Syt6,L6,682197675,Syt6-Cre_KI148-375935,RSPv,right,1054,988,1125.2831,7563.792136,6247.419548,568,759
Syt6,L6,698991564,Syt6-Cre_KI148-378932,RSPv,right,1058,998,1042.286092,7672.702331,6012.592175,569,765
Syt6,L6,1042378612,Syt6-Cre_KI148-507240,RSPv,right,1009,1206,1216.444587,8449.878854,6805.18065,369,865
Syt6,L6,1042108432,Syt6-Cre_KI148-507243,RSPv,right,1054,1174,1423.893592,8325.845532,6650.306994,379,856
Syt6,L6,1047818536,Syt6-Cre_KI148-521392,RSPv,right,1015,942,971.0242897,7218.665553,6236.247562,560,716
Vip,pan,1037784543,Vip-IRES-Cre-500513,RSPv,right,1007,906,1110.152326,6954.919521,6334.17234,556,682
Vip,pan,1037704155,Vip-IRES-Cre-500514,RSPv,right,1069,1100,1353.268804,7973.533739,6481.21725,392,831
Vip,pan,689721963,Vip-IRES-Cre;Ai148-377768,RSPv,right,1073,938,1004.910526,7171.99979,5957.298281,569,710
A93,L5,861755937,A930038C07Rik-Tg1-Cre-435576,AUDd,right,439,882,2349.218105,7870.43139,9747.3621,114,782
Ctgf,L6,902095961,Ctgf-T2A-dgCre-446798,AUDd,right,456,904,2327.92676,8016.481289,9458.594975,128,797
Nr5a,L4,866144873,Nr5a1-Cre-436749,AUDd,right,447,897,2105.295053,7951.952714,9882.239499,123,794
Ntsr,L6,886986555,Ntsr1-Cre_GN220-443144,AUDd,right,461,884,2303.505237,7855.17386,9504.509519,127,776
Scnn1a-Tg3,L4,716511033,Scnn1a-Tg3-Cre;Camk2a-tTA;Ai93(NC)-381381,AUDd,right,427,849,2376.186608,7634.454667,9991.425373,104,757
SepW,L2,844773711,Sepw1-Cre_NP39-424774,AUDd,right,458,890,2041.060503,7859.970532,9847.558558,127,783
A93,L5,739653980,A930038C07Rik-Tg1-Cre-390998,AUDp,right,373,843,2767.266062,7788.125983,10145.95534,77,772
A93,L5,746850771,A930038C07Rik-Tg1-Cre-395333,AUDp,right,363,855,2801.907037,7911.123324,10137.41773,75,787
Ctgf,L6,745342105,Ctgf-T2A-dgCre-393662,AUDp,right,354,827,3079.109595,7816.211706,9829.763719,70,766
Ctgf,L6,902879826,Ctgf-T2A-dgCre-446797,AUDp,right,426,883,2522.915756,7965.090191,9608.985827,108,788
Cux,L2,769752665,Cux2-IRES-Cre-402639,AUDp,right,383,827,2801.712701,7651.260203,10012.28762,80,755
Cux,L2,965570209,Cux2-IRES-Cre-464955,AUDp,right,350,818,2982.182096,7675.728803,10246.16465,68,760
Cux,L2,965571890,Cux2-IRES-Cre-464956,AUDp,right,366,819,2860.073047,7619.958864,10223.65253,73,754
Cux,L2,693152367,Cux2-IRES-Cre;APP_PS1-376224,AUDp,right,372,843,2776.518067,7788.417184,10148.80539,77,773
Nr5a,L4,691603846,Nr5a1-Cre-377601,AUDp,right,425,843,2398.980718,7586.464338,10029.86886,102,752
Nr5a,L4,705721822,Nr5a1-Cre-380690,AUDp,right,403,876,2385.876456,7919.433533,10186.56342,95,790
Nr5a,L4,860613948,Nr5a1-Cre-436754,AUDp,right,426,888,2246.989362,7935.466065,10035.92885,108,792
Ntsr,L6,675318023,Ntsr1-Cre_GN220-370078,AUDp,right,403,851,2714.925563,7801.923805,9728.180634,92,768
Ntsr,L6,703221837,Ntsr1-Cre_GN220-381016,AUDp,right,402,808,2868.781378,7517.173323,9698.451256,88,730
Ntsr,L6,871978138,Ntsr1-Cre_GN220;Ai167-436700,AUDp,right,416,867,2610.360457,7886.516154,9650.819326,100,778
Ntsr,L6,1045845541,Ntsr1-Cre_GN220;Ai167-509921,AUDp,right,387,825,2900.368629,7692.339992,9731.445452,82,751
Pvalb,pan,746841271,Pvalb-IRES-Cre-394437,AUDp,right,459,808,2361.17449,7209.506179,9805.002056,118,709
Pvalb,pan,745344505,Pvalb-IRES-Cre-396149,AUDp,right,349,829,3018.211107,7791.907526,10059.56061,68,770
Pvalb,pan,923588252,Pvalb-IRES-Cre;Ai32-455295,AUDp,right,407,906,2427.715998,8159.049926,9906.344817,103,816
Rbp,L5,744300777,Rbp4-Cre_KL100-392967,AUDp,right,359,897,2712.846698,8237.043199,10127.46376,82,825
Rbp,L5,750761945,Rbp4-Cre_KL100-396568,AUDp,right,376,820,2851.467043,7629.806267,10055.65657,77,752
Scnn1a-Tg3,L4,686687570,Scnn1a-Tg3-Cre-376428,AUDp,right,368,834,2768.137321,7714.196553,10283.79181,74,766
Scnn1a-Tg3,L4,867834427,Scnn1a-Tg3-Cre-437464,AUDp,right,356,919,2690.840913,8410.788099,10106.43243,86,846
SepW,L2,777100263,Sepw1-Cre_NP39-407889,AUDp,right,358,812,2894.336636,7560.761944,10386.6666,70,751
Sim1,L5,676355532,Sim1-Cre_KJ18-370530,AUDp,right,410,901,2424.707342,8108.573664,9904.943064,104,810
Sim1,L5,698534701,Sim1-Cre_KJ18-378618,AUDp,right,374,823,2852.48198,7646.335756,10062.3417,77,754
Sim1,L5,861753712,Sim1-Cre_KJ18-435199,AUDp,right,366,934,2620.450902,8500.152825,10028.42887,94,857
Sst,pan,716510317,Sst-IRES-Cre;Ai148-380971,AUDp,right,348,794,3091.597293,7516.77398,10218.27544,67,741
Sst,pan,679967281,Sst-IRES-Cre;Ai148(NC)-372475,AUDp,right,416,820,2593.700604,7462.951889,9952.132965,96,735
Sst,pan,883819436,Sst-IRES-Cre;Ai167-450229,AUDp,right,424,914,2338.140412,8169.391698,9798.806998,114,818
Tlx,L5,738712378,Tlx3-Cre_PL56-388850,AUDp,right,339,809,3085.546155,7646.025341,10289.21693,64,758
Tlx,L5,737935395,Tlx3-Cre_PL56-388851,AUDp,right,380,859,2647.812354,7870.085827,10163.57224,83,784
Tlx,L5,992720458,Tlx3-Cre_PL56-480836,AUDp,right,424,892,2400.135171,7994.041607,9797.414992,108,796
Vip,pan,685116246,Vip-IRES-Cre-376827,AUDp,right,382,805,2852.463268,7476.007519,10079.23965,80,736
Vip,pan,719765848,Vip-IRES-Cre-384793,AUDp,right,381,826,2796.333568,7649.498883,10057.03403,80,754
Cux,L2,762893389,Cux2-IRES-Cre-403911,AUDpo,right,397,939,2464.285948,8434.445148,9834.747584,108,850
Pvalb,pan,922645306,Pvalb-IRES-Cre;Ai32-455036,AUDpo,right,400,950,2396.850924,8518.62486,9865.128657,112,858
Rbp,L5,755441415,Rbp4-Cre_KL100-396564,AUDpo,right,435,928,2242.327467,8247.431194,9728.254306,123,827
Rbp,L5,750760823,Rbp4-Cre_KL100-396567,AUDpo,right,429,929,2259.522282,8268.496712,9773.412648,120,830
Rbp,L5,1051104198,Rbp4-Cre_KL100-530118,AUDpo,right,698,723,3727.343442,8786.299448,6494.484066,335,633
Scnn1a-Tg3,L4,868638273,Scnn1a-Tg3-Cre-437462,AUDpo,right,405,925,2328.062092,8307.670208,9998.268154,108,834
SepW,L2,844178178,Sepw1-Cre_NP39-424769,AUDpo,right,387,929,2454.066338,8408.125715,10029.78563,101,845
Sst,pan,874585237,Sst-IRES-Cre-436274,AUDpo,right,423,911,2373.160385,8142.245456,9763.92725,112,815
Vip,pan,865329051,Vip-IRES-Cre-437124,AUDpo,right,428,951,2210.290334,8433.135533,9755.463833,126,850
Rbp,L5,976676458,Rbp4-Cre_KL100-471217,AUDv,right,307,811,3347.622685,7829.867393,10121.85918,57,777
A93,,1191690217,A930038C07Rik-Tg1-Cre-627184,MOs,right,1004,469,2442.21,3344.57,6597.47,,
A93,,1186569250,A930038C07Rik-Tg1-Cre-623379,MOs,right,923,582,1807.77,4092.29,6748.32,,
